Order ID,Order Date,Customer ID,Product ID,Quantity,Customer Name_y,City,Country_y,Postcode,Loyalty Card,Coffee Type_y,Roast Type_y,Size_y,Unit Price_y,Price per 100g,Profit,Total Revenue
BPT-83989-157,2021-10-27,84269-49816-ML,A-M-2.5,2,Portie Cutchie,Greensboro,United States,27499,No,Ara,M,2.5,25.875,1.035,2.32875,131.70375
SGI-48226-857,2020-06-11,84033-80762-EQ,A-M-2.5,6,Codi Littrell,Atlanta,United States,31119,Yes,Ara,M,2.5,25.875,1.035,2.32875,390.45375
SFF-86059-407,2020-06-03,30585-48726-BK,A-M-2.5,1,Donnie Hedlestone,Stamford,United States,6905,No,Ara,M,2.5,25.875,1.035,2.32875,67.01625
ELB-07929-407,2022-01-02,54004-04664-AA,A-M-2.5,2,Tess Bennison,West Palm Beach,United States,33405,Yes,Ara,M,2.5,25.875,1.035,2.32875,131.70375
ORZ-67699-748,2020-02-15,44708-78241-DF,A-M-2.5,6,Jodee Caldicott,Fort Pierce,United States,34981,No,Ara,M,2.5,25.875,1.035,2.32875,390.45375
FLR-82914-153,2021-09-09,86100-33488-WP,A-M-2.5,6,Enriqueta Ixor,Round Rock,United States,78682,No,Ara,M,2.5,25.875,1.035,2.32875,390.45375
WKL-27981-758,2022-04-08,73699-93557-FZ,A-M-2.5,2,Felice Miell,New Brunswick,United States,8922,Yes,Ara,M,2.5,25.875,1.035,2.32875,131.70375
ACY-56225-839,2021-01-28,47386-50743-FG,A-M-2.5,3,Kynthia Berick,San Francisco,United States,94110,Yes,Ara,M,2.5,25.875,1.035,2.32875,196.39125
ADX-50674-975,2021-02-03,58916-61837-QH,A-M-2.5,4,Freda Hollows,Buffalo,United States,14205,Yes,Ara,M,2.5,25.875,1.035,2.32875,261.07875
MDG-14481-513,2021-05-19,64897-79178-MH,A-M-2.5,4,Zack Pellett,Shreveport,United States,71115,No,Ara,M,2.5,25.875,1.035,2.32875,261.07875
BPZ-51283-916,2021-08-29,87688-42420-TO,A-M-2.5,2,Kylie Mowat,Milwaukee,United States,53285,No,Ara,M,2.5,25.875,1.035,2.32875,131.70375
EXP-21628-670,2019-03-02,94447-35885-HK,A-M-2.5,3,Wallis Bernth,Pittsburgh,United States,15274,No,Ara,M,2.5,25.875,1.035,2.32875,196.39125
ITY-92466-909,2019-08-07,34927-68586-ZV,A-M-2.5,3,Neville Piatto,Daingean,Ireland,E91,Yes,Ara,M,2.5,25.875,1.035,2.32875,196.39125
HTH-52867-812,2021-06-28,29851-36402-UX,A-M-2.5,4,Almeria Burgett,Toledo,United States,43610,No,Ara,M,2.5,25.875,1.035,2.32875,261.07875
KGC-95046-911,2020-06-30,95351-96177-QV,A-M-2.5,2,Elden Andriessen,Saint Louis,United States,63121,Yes,Ara,M,2.5,25.875,1.035,2.32875,131.70375
JKC-64636-831,2022-07-05,52098-80103-FD,A-M-2.5,2,Edin Mathe,Lawrenceville,United States,30045,Yes,Ara,M,2.5,25.875,1.035,2.32875,131.70375
UJG-34731-295,2022-05-26,15764-22559-ZT,A-M-2.5,1,Cece Inker,Lakeland,United States,33811,No,Ara,M,2.5,25.875,1.035,2.32875,67.01625
BZP-33213-637,2020-05-05,77175-09826-SF,A-M-2.5,3,Lindon Agnolo,Tulsa,United States,74108,Yes,Ara,M,2.5,25.875,1.035,2.32875,196.39125
LWS-13938-905,2020-11-18,90533-82440-EE,A-M-2.5,6,Michale Delves,Montgomery,United States,36177,Yes,Ara,M,2.5,25.875,1.035,2.32875,390.45375
OQA-93249-841,2019-04-05,03917-13632-KC,A-M-2.5,6,Herta Layne,Saint Louis,United States,63131,Yes,Ara,M,2.5,25.875,1.035,2.32875,390.45375
NUO-20013-488,2020-12-04,03090-88267-BQ,A-D-0.2,6,Avrit Davidowsky,Grand Rapids,United States,49560,No,Ara,D,0.2,2.985,1.4925,0.26865,3.85065
FEO-11834-332,2022-02-11,95399-57205-HI,A-D-0.2,4,Iorgo Kleinert,Vancouver,United States,98682,Yes,Ara,D,0.2,2.985,1.4925,0.26865,2.65665
XXJ-47000-307,2019-07-18,31582-23562-FM,A-D-0.2,4,Jeffrey Dufaire,Fort Worth,United States,76121,No,Ara,D,0.2,2.985,1.4925,0.26865,2.65665
ISL-11200-600,2020-07-02,13654-85265-IL,A-D-0.2,6,Rudy Farquharson,Charlesland,Ireland,A63,Yes,Ara,D,0.2,2.985,1.4925,0.26865,3.85065
EUH-08089-954,2020-12-06,29050-93691-TS,A-D-0.2,2,Vicki Kirdsch,Saint Louis,United States,63150,No,Ara,D,0.2,2.985,1.4925,0.26865,1.46265
OPY-30711-853,2021-07-17,81861-66046-SU,A-D-0.2,1,Ruy Cancellieri,Confey,Ireland,A86,No,Ara,D,0.2,2.985,1.4925,0.26865,0.86565
QUU-91729-492,2021-07-29,90312-11148-LA,A-D-0.2,4,Lowell Keenleyside,Saint Louis,United States,63131,No,Ara,D,0.2,2.985,1.4925,0.26865,2.65665
NWT-78222-575,2019-12-31,75986-98864-EZ,A-D-0.2,1,Tiffany Scardafield,Portarlington,Ireland,R21,No,Ara,D,0.2,2.985,1.4925,0.26865,0.86565
WBK-62297-910,2021-05-17,25514-23938-IQ,A-D-0.2,2,Monica Fearon,Denton,United States,76210,No,Ara,D,0.2,2.985,1.4925,0.26865,1.46265
ESR-66651-814,2020-05-20,76624-72205-CK,A-D-0.2,4,Jasper Sisneros,Raleigh,United States,27635,Yes,Ara,D,0.2,2.985,1.4925,0.26865,2.65665
RJV-08261-583,2022-03-26,48497-29281-FE,A-D-0.2,5,Pren Bess,Los Angeles,United States,90010,Yes,Ara,D,0.2,2.985,1.4925,0.26865,3.25365
EPT-12715-397,2020-09-09,08478-75251-OG,A-D-0.2,6,Lenore Messenbird,Springfield,United States,62723,Yes,Ara,D,0.2,2.985,1.4925,0.26865,3.85065
LCB-02099-995,2019-07-31,06757-96251-UH,A-D-0.2,6,Gran Sibray,Vancouver,United States,98664,Yes,Ara,D,0.2,2.985,1.4925,0.26865,3.85065
ZVG-20473-043,2020-12-06,71769-10219-IM,A-D-0.2,3,Dagny Kornel,Saginaw,United States,48604,Yes,Ara,D,0.2,2.985,1.4925,0.26865,2.05965
DYG-25473-881,2020-02-08,10138-31681-SD,A-D-0.2,2,Roxine Drivers,Shawnee Mission,United States,66276,No,Ara,D,0.2,2.985,1.4925,0.26865,1.46265
PNU-22150-408,2019-08-11,77408-43873-RS,A-D-0.2,6,Nathaniel Bloxland,Daingean,Ireland,E91,Yes,Ara,D,0.2,2.985,1.4925,0.26865,3.85065
EAY-89850-211,2019-02-19,43155-71724-XP,A-D-0.2,2,Herbie Peppard,Pasadena,United States,91103,Yes,Ara,D,0.2,2.985,1.4925,0.26865,1.46265
YUO-76652-814,2021-04-04,26248-84194-FI,A-D-0.2,6,Phyllys Ormerod,Durham,United States,27705,No,Ara,D,0.2,2.985,1.4925,0.26865,3.85065
LGL-16843-667,2021-05-05,82458-87830-JE,A-D-0.2,4,Alisha Hulburt,Shreveport,United States,71137,Yes,Ara,D,0.2,2.985,1.4925,0.26865,2.65665
PKN-19556-918,2022-04-29,00445-42781-KX,A-D-0.2,1,Faunie Brigham,Castlerea,Ireland,F45,Yes,Ara,D,0.2,2.985,1.4925,0.26865,0.86565
DCI-96254-548,2022-06-14,94091-86957-HX,A-D-0.2,6,Jimmy Dymoke,Beaumont,Ireland,D17,No,Ara,D,0.2,2.985,1.4925,0.26865,3.85065
SBN-16537-046,2020-02-29,60255-12579-PZ,A-D-0.2,1,Hillel Mairs,Huntington,United States,25705,No,Ara,D,0.2,2.985,1.4925,0.26865,0.86565
XZD-44484-632,2021-08-06,80541-38332-BP,A-D-0.2,2,Helaina Rainforth,Philadelphia,United States,19172,No,Ara,D,0.2,2.985,1.4925,0.26865,1.46265
VSN-94485-621,2021-10-17,88116-12604-TE,A-D-0.2,4,Frans Habbergham,Sparks,United States,89436,No,Ara,D,0.2,2.985,1.4925,0.26865,2.65665
ZKI-78561-066,2021-09-21,60121-12432-VU,A-D-0.2,3,Mordy Van Der Vlies,Mobile,United States,36670,Yes,Ara,D,0.2,2.985,1.4925,0.26865,2.05965
IRX-59256-644,2021-12-08,96446-62142-EN,A-D-0.2,3,Clayton Kingwell,Rathnew,Ireland,R35,Yes,Ara,D,0.2,2.985,1.4925,0.26865,2.05965
XBV-40336-071,2021-02-17,38536-98293-JZ,A-D-0.2,3,Catharine Scoines,Watergrasshill,Ireland,T56,No,Ara,D,0.2,2.985,1.4925,0.26865,2.05965
CHE-78995-767,2022-08-02,00888-74814-UZ,A-D-0.5,3,Theresita Newbury,Clonskeagh,Ireland,D04,No,Ara,D,0.5,5.97,1.194,0.5373,9.4923
WOQ-36015-429,2021-09-25,51427-89175-QJ,A-D-0.5,6,Adrian Swaine,Aurora,United States,80044,No,Ara,D,0.5,5.97,1.194,0.5373,18.4473
AMM-79521-378,2021-06-01,24825-51803-CQ,A-D-0.5,6,Faber Eilhart,Charleston,United States,25362,No,Ara,D,0.5,5.97,1.194,0.5373,18.4473
GOW-03198-575,2021-03-13,61513-27752-FA,A-D-0.5,4,Mahala Ludwell,Denver,United States,80217,Yes,Ara,D,0.5,5.97,1.194,0.5373,12.4773
EOI-02511-919,2020-03-20,66776-88682-RG,A-D-0.5,5,Abrahan Mussen,Brooklyn,United States,11254,No,Ara,D,0.5,5.97,1.194,0.5373,15.4623
KIX-93248-135,2020-02-11,36605-83052-WB,A-D-0.5,1,Violette Hellmore,Little Rock,United States,72204,Yes,Ara,D,0.5,5.97,1.194,0.5373,3.5223
ZDK-84567-102,2021-11-29,58690-31815-VY,A-D-0.5,3,Isidore Hussey,Birmingham,United States,35236,No,Ara,D,0.5,5.97,1.194,0.5373,9.4923
WAV-38301-984,2021-03-20,62863-81239-DT,A-D-0.5,5,Cassie Pinkerton,Alexandria,United States,22309,No,Ara,D,0.5,5.97,1.194,0.5373,15.4623
FDY-03414-903,2019-08-12,94840-49457-UD,A-D-0.5,3,Quinn Parsons,Los Angeles,United States,90094,Yes,Ara,D,0.5,5.97,1.194,0.5373,9.4923
MOU-74341-266,2019-05-07,99358-65399-TC,A-D-0.5,4,Joshuah Awdry,Shreveport,United States,71137,No,Ara,D,0.5,5.97,1.194,0.5373,12.4773
FVH-29271-315,2022-06-30,74415-50873-FC,A-D-0.5,3,Corney Curme,Castleknock,Ireland,K78,Yes,Ara,D,0.5,5.97,1.194,0.5373,9.4923
HNI-91338-546,2020-02-07,67285-75317-XI,A-D-0.5,5,Nevins Glowacz,Madison,United States,53726,No,Ara,D,0.5,5.97,1.194,0.5373,15.4623
KGZ-56395-231,2021-12-06,22221-71106-JD,A-D-0.5,1,Rhona Lequeux,Saint Augustine,United States,32092,No,Ara,D,0.5,5.97,1.194,0.5373,3.5223
ZIL-34948-499,2020-07-14,66458-91190-YC,A-D-0.5,2,Marja Urion,Virginia,Ireland,D18,Yes,Ara,D,0.5,5.97,1.194,0.5373,6.5073
PTY-86420-119,2021-04-12,25504-41681-WA,A-D-0.5,4,Orland Tadman,Miami,United States,33196,Yes,Ara,D,0.5,5.97,1.194,0.5373,12.4773
MIS-54381-047,2022-06-15,39276-95489-XV,A-D-0.5,5,Nathan Sictornes,Sandyford,Ireland,D04,Yes,Ara,D,0.5,5.97,1.194,0.5373,15.4623
TKH-62197-239,2020-07-30,25181-97933-UX,A-D-0.5,3,Tersina Castagne,Orlando,United States,32868,No,Ara,D,0.5,5.97,1.194,0.5373,9.4923
YLY-35287-172,2022-05-23,69410-04668-MA,A-D-0.5,5,Simone Capon,Phoenix,United States,85053,No,Ara,D,0.5,5.97,1.194,0.5373,15.4623
LWL-68108-794,2020-05-26,44494-89923-UW,A-D-0.5,3,Dorotea Hollyman,Billings,United States,59112,Yes,Ara,D,0.5,5.97,1.194,0.5373,9.4923
VUC-72395-865,2021-10-07,13321-57602-GK,A-D-0.5,6,Adelheid Gladhill,Baltimore,United States,21290,Yes,Ara,D,0.5,5.97,1.194,0.5373,18.4473
PJC-31401-893,2021-01-13,11212-69985-ZJ,A-D-0.5,3,Rafaela Treacher,Greystones,Ireland,A63,No,Ara,D,0.5,5.97,1.194,0.5373,9.4923
NHI-23264-055,2022-02-15,44799-09711-XW,A-D-0.5,4,Mallory Shrimpling,Allentown,United States,18105,Yes,Ara,D,0.5,5.97,1.194,0.5373,12.4773
SGA-30059-217,2021-02-20,84405-83364-DG,A-D-0.5,5,Lorianne Kyneton,Seaton,United Kingdom,LE15,Yes,Ara,D,0.5,5.97,1.194,0.5373,15.4623
BKK-47233-845,2021-03-08,76239-90137-UQ,A-D-1,4,Ferrell Ferber,San Jose,United States,95160,No,Ara,D,1,9.95,0.995,0.8955,40.6955
RYZ-14633-602,2019-02-20,14158-30713-OB,A-D-1,4,Mozelle Calcutt,Rathwire,Ireland,Y25,Yes,Ara,D,1,9.95,0.995,0.8955,40.6955
QTR-19001-114,2019-11-21,01035-70465-UO,A-D-1,2,Anselma Attwater,Charlottesville,United States,22908,Yes,Ara,D,1,9.95,0.995,0.8955,20.7955
YJU-84377-606,2020-07-07,20259-47723-AC,A-D-1,1,Lyn Entwistle,Minneapolis,United States,55458,Yes,Ara,D,1,9.95,0.995,0.8955,10.8455
IOM-51636-823,2022-08-06,04609-95151-XH,A-D-1,3,Devy Bulbrook,Jamaica,United States,11407,No,Ara,D,1,9.95,0.995,0.8955,30.7455
XAH-93337-609,2021-10-28,66976-43829-YG,A-D-1,5,Domeniga Duke,Los Angeles,United States,90071,No,Ara,D,1,9.95,0.995,0.8955,50.6455
FRD-17347-990,2020-05-20,46681-78850-ZW,A-D-1,4,Tania Craggs,Whitegate,Ireland,D15,No,Ara,D,1,9.95,0.995,0.8955,40.6955
BVU-77367-451,2020-10-20,77421-46059-RY,A-D-1,5,Borg Daile,Atlanta,United States,31119,Yes,Ara,D,1,9.95,0.995,0.8955,50.6455
GYA-80327-368,2021-06-04,06899-54551-EH,A-D-1,4,Chantal Mersh,Milltown,Ireland,D04,No,Ara,D,1,9.95,0.995,0.8955,40.6955
WVT-88135-549,2019-11-16,66458-91190-YC,A-D-1,3,Marja Urion,Virginia,Ireland,D18,Yes,Ara,D,1,9.95,0.995,0.8955,30.7455
MVB-22135-665,2021-12-02,55621-06130-SA,A-D-1,1,Dottie Rallin,Albany,United States,12205,Yes,Ara,D,1,9.95,0.995,0.8955,10.8455
DAH-46595-917,2021-09-12,27878-42224-QF,A-D-1,6,Nissie Rudland,Gorey,Ireland,Y25,No,Ara,D,1,9.95,0.995,0.8955,60.5955
AHQ-40440-522,2020-09-18,83833-46106-ZC,A-D-1,1,Martie Brimilcombe,Springfield,United States,22156,No,Ara,D,1,9.95,0.995,0.8955,10.8455
JNA-21450-177,2022-02-11,54798-14109-HC,A-D-1,3,Odelia Skerme,Oklahoma City,United States,73167,Yes,Ara,D,1,9.95,0.995,0.8955,30.7455
AVK-76526-953,2021-03-04,47268-50127-XY,A-D-1,2,Lynnea Danton,El Paso,United States,88546,No,Ara,D,1,9.95,0.995,0.8955,20.7955
GJC-66474-557,2021-08-03,64965-78386-MY,A-D-1,1,Nicolina Jenny,Whittier,United States,90610,No,Ara,D,1,9.95,0.995,0.8955,10.8455
DBU-81099-586,2020-09-11,15770-27099-GX,A-D-2.5,4,Raynor McGilvary,Norfolk,United States,23514,No,Ara,D,2.5,22.885,0.9154,2.05965,230.90965
WYM-17686-694,2021-02-25,58689-55264-VK,A-D-2.5,5,Correy Cottingham,Fort Wayne,United States,46862,No,Ara,D,2.5,22.885,0.9154,2.05965,288.12215
NKW-24945-846,2021-10-04,75977-30364-AY,A-D-2.5,5,Jocko Pray,Philadelphia,United States,19172,No,Ara,D,2.5,22.885,0.9154,2.05965,288.12215
JXP-28398-485,2021-06-11,23039-93032-FN,A-D-2.5,5,Marianna Vedmore,Greensboro,United States,27415,Yes,Ara,D,2.5,22.885,0.9154,2.05965,288.12215
WNR-71736-993,2020-02-05,16880-78077-FB,A-D-2.5,6,Terri Farra,Odessa,United States,79764,No,Ara,D,2.5,22.885,0.9154,2.05965,345.33465
AZF-45991-584,2019-10-12,73759-17258-KA,A-D-2.5,1,Lora Dukes,Boyle,Ireland,F52,Yes,Ara,D,2.5,22.885,0.9154,2.05965,59.27215
HMB-30634-745,2020-02-18,19485-98072-PS,A-D-2.5,6,Don Flintiff,London,United Kingdom,WC1B,No,Ara,D,2.5,22.885,0.9154,2.05965,345.33465
JVF-91003-729,2020-10-02,98536-88616-FF,A-D-2.5,3,Denny O' Ronan,San Angelo,United States,76905,Yes,Ara,D,2.5,22.885,0.9154,2.05965,173.69715
FWU-44971-444,2019-01-11,12190-25421-WM,A-D-2.5,3,Marvin Malloy,Washington,United States,20088,No,Ara,D,2.5,22.885,0.9154,2.05965,173.69715
HXA-72415-025,2022-05-12,93417-12322-YB,A-D-2.5,2,Dollie Gadsden,Cluain Meala,Ireland,E91,Yes,Ara,D,2.5,22.885,0.9154,2.05965,116.48465
HUG-52766-375,2020-06-05,78786-77449-RQ,A-D-2.5,4,Jermaine Branchett,Lubbock,United States,79491,No,Ara,D,2.5,22.885,0.9154,2.05965,230.90965
CQW-37388-302,2019-07-03,97741-98924-KT,A-D-2.5,3,Willabella Harvison,Philadelphia,United States,19104,No,Ara,D,2.5,22.885,0.9154,2.05965,173.69715
AOX-44467-109,2021-06-15,72524-06410-KD,A-D-2.5,1,Haslett Jodrelle,Miami,United States,33175,No,Ara,D,2.5,22.885,0.9154,2.05965,59.27215
HHF-36647-854,2021-11-05,39011-18412-GR,A-D-2.5,6,Adora Roubert,Port Saint Lucie,United States,34985,Yes,Ara,D,2.5,22.885,0.9154,2.05965,345.33465
QWY-99467-368,2020-11-06,96434-50068-DZ,A-D-2.5,1,Nadeen Broomer,Omaha,United States,68117,No,Ara,D,2.5,22.885,0.9154,2.05965,59.27215
UKS-93055-397,2022-07-13,13082-41034-PD,A-D-2.5,5,Romain Avrashin,Washington,United States,20067,No,Ara,D,2.5,22.885,0.9154,2.05965,288.12215
GPZ-36017-366,2019-07-01,65732-22589-OW,A-D-2.5,5,Kippie Marrison,Denver,United States,80243,Yes,Ara,D,2.5,22.885,0.9154,2.05965,288.12215
PJH-42618-877,2021-09-30,93676-95250-XJ,A-D-2.5,5,Celestia Dolohunty,San Diego,United States,92165,Yes,Ara,D,2.5,22.885,0.9154,2.05965,288.12215
NFI-37188-246,2021-09-08,89490-75361-AF,A-D-2.5,4,Wilton Jallin,Boston,United States,2298,No,Ara,D,2.5,22.885,0.9154,2.05965,230.90965
JMS-48374-462,2020-11-23,49667-96708-JL,A-D-2.5,2,Florinda Matusovsky,Albany,United States,12205,Yes,Ara,D,2.5,22.885,0.9154,2.05965,116.48465
AWT-22827-563,2020-01-25,12018-75670-EU,R-L-0.2,1,Melania Beadle,Moycullen,Ireland,A41,Yes,Rob,L,0.2,3.585,1.7925,0.2151,0.9321
MSB-08397-648,2021-03-10,49530-25460-RW,R-L-0.2,4,Carmina Hubbuck,Huntington,United States,25705,No,Rob,L,0.2,3.585,1.7925,0.2151,3.0831
BLQ-03709-265,2022-08-04,72463-75685-MV,R-L-0.2,3,Charis Crosier,Lees Summit,United States,64082,No,Rob,L,0.2,3.585,1.7925,0.2151,2.3661
PSS-22466-862,2021-05-21,11550-78378-GE,R-L-0.2,4,Elsbeth Westerman,Newmarket on Fergus,Ireland,P17,No,Rob,L,0.2,3.585,1.7925,0.2151,3.0831
EYE-70374-835,2021-06-29,89115-11966-VF,R-L-0.2,5,Beltran Mathon,Sacramento,United States,94291,No,Rob,L,0.2,3.585,1.7925,0.2151,3.8001
JJX-83339-346,2022-01-02,32928-18158-OW,R-L-0.2,1,Craggy Bril,Cincinnati,United States,45218,Yes,Rob,L,0.2,3.585,1.7925,0.2151,0.9321
VAJ-44572-469,2020-10-27,79216-73157-TE,R-L-0.2,6,Delmar Beasant,Kilkenny,Ireland,R95,Yes,Rob,L,0.2,3.585,1.7925,0.2151,4.5171
GMM-72397-378,2022-05-16,45899-92796-EI,R-L-0.2,4,Kerr Patise,Boston,United States,2114,No,Rob,L,0.2,3.585,1.7925,0.2151,3.0831
JPB-45297-000,2022-07-01,83105-86631-IU,R-L-0.2,4,Dell Daveridge,Los Angeles,United States,90065,No,Rob,L,0.2,3.585,1.7925,0.2151,3.0831
FEP-36895-658,2019-04-08,44699-43836-UH,R-L-0.2,6,Yuma Skipsey,Charlton,United Kingdom,OX12,No,Rob,L,0.2,3.585,1.7925,0.2151,4.5171
BMK-49520-383,2019-12-03,72233-08665-IP,R-L-0.2,3,Kiri Avramow,Tyler,United States,75799,Yes,Rob,L,0.2,3.585,1.7925,0.2151,2.3661
JUA-13580-095,2019-04-01,55265-75151-AK,R-L-0.2,4,Manuel Darrigoe,Longwood,Ireland,D02,Yes,Rob,L,0.2,3.585,1.7925,0.2151,3.0831
MIF-17920-768,2021-08-05,68946-40750-LK,R-L-0.2,6,Morna Hansed,Tr谩 Mh贸r,Ireland,R93,Yes,Rob,L,0.2,3.585,1.7925,0.2151,4.5171
IPA-94170-889,2019-12-04,64439-27325-LG,R-L-0.2,3,Camellia Kid,Whitegate,Ireland,D15,Yes,Rob,L,0.2,3.585,1.7925,0.2151,2.3661
DSL-69915-544,2021-03-10,10142-55267-YO,R-L-0.2,3,Wilek Lightollers,New York City,United States,10060,Yes,Rob,L,0.2,3.585,1.7925,0.2151,2.3661
FBD-56220-430,2022-05-16,59205-20324-NB,R-L-0.2,6,Maggy Harby,Pensacola,United States,32590,Yes,Rob,L,0.2,3.585,1.7925,0.2151,4.5171
GQR-12490-152,2019-03-14,22832-98538-RB,R-L-0.2,1,Sidney Gawen,Sterling,United States,20167,Yes,Rob,L,0.2,3.585,1.7925,0.2151,0.9321
UOJ-28238-299,2021-03-07,30844-91890-ZA,R-L-0.2,6,Rickey Readie,Carson City,United States,89706,No,Rob,L,0.2,3.585,1.7925,0.2151,4.5171
BQK-38412-229,2019-12-13,90392-73338-BC,R-L-0.2,3,Natal Vigrass,Whitwell,United Kingdom,DL10,No,Rob,L,0.2,3.585,1.7925,0.2151,2.3661
PCA-14081-576,2019-06-13,63112-10870-LC,R-L-0.2,5,Lukas Whittlesee,Roanoke,United States,24009,No,Rob,L,0.2,3.585,1.7925,0.2151,3.8001
RXN-55491-201,2019-10-21,86071-79238-CX,R-L-0.2,6,Ronda Pyson,Clones,Ireland,H23,No,Rob,L,0.2,3.585,1.7925,0.2151,4.5171
KTO-53793-109,2019-11-21,17572-27091-AA,R-L-0.2,2,Constanta Hatfull,Rockford,United States,61105,No,Rob,L,0.2,3.585,1.7925,0.2151,1.6491
SXW-34014-556,2021-01-27,99144-98314-GN,R-L-0.2,1,Drake Jevon,Houston,United States,77070,Yes,Rob,L,0.2,3.585,1.7925,0.2151,0.9321
MEK-85120-243,2022-03-15,06623-54610-HC,R-L-0.2,3,Bobbe Renner,Durham,United States,27705,No,Rob,L,0.2,3.585,1.7925,0.2151,2.3661
SHT-04865-419,2022-05-22,69215-90789-DL,R-L-0.2,4,Johnath Fairebrother,Wilmington,United States,19810,Yes,Rob,L,0.2,3.585,1.7925,0.2151,3.0831
UQI-28177-865,2020-09-18,04317-46176-TB,R-L-0.2,6,Ingamar Eberlein,Harrisburg,United States,17121,No,Rob,L,0.2,3.585,1.7925,0.2151,4.5171
RXF-37618-213,2022-04-15,32948-34398-HC,R-L-0.5,1,Belvia Umpleby,Fort Worth,United States,76178,Yes,Rob,L,0.5,7.17,1.434,0.4302,4.0152
LTO-95975-728,2021-10-13,46560-73885-PJ,R-L-0.5,4,Rosaline McLae,Swindon,United Kingdom,SN1,No,Rob,L,0.5,7.17,1.434,0.4302,14.7702
IGM-84664-265,2021-08-31,80179-44620-WN,R-L-0.5,3,Cleve Blowfelde,Tucson,United States,85715,No,Rob,L,0.5,7.17,1.434,0.4302,11.1852
OGD-10781-526,2020-10-04,16880-78077-FB,R-L-0.5,6,Terri Farra,Odessa,United States,79764,No,Rob,L,0.5,7.17,1.434,0.4302,21.9402
VYD-28555-589,2019-08-13,29814-01459-RC,R-L-0.5,6,Ashbey Tomaszewski,Sutton,United Kingdom,CT15,Yes,Rob,L,0.5,7.17,1.434,0.4302,21.9402
PKJ-99134-523,2021-07-07,77284-34297-YY,R-L-0.5,5,Koralle Heads,Bethlehem,United States,18018,No,Rob,L,0.5,7.17,1.434,0.4302,18.3552
XDU-05471-219,2022-06-06,60308-06944-GS,R-L-0.5,1,Pru Durban,Longford,Ireland,N39,No,Rob,L,0.5,7.17,1.434,0.4302,4.0152
KRW-91640-596,2022-04-22,70879-00984-FJ,R-L-0.5,3,Tildie Tilzey,Saint Louis,United States,63180,No,Rob,L,0.5,7.17,1.434,0.4302,11.1852
NEX-63825-598,2020-02-22,72072-33025-SD,R-L-0.5,2,Abbe Thys,Knoxville,United States,37924,No,Rob,L,0.5,7.17,1.434,0.4302,7.6002
UDN-88321-005,2020-07-05,14640-87215-BK,R-L-0.5,5,Hailee Radbone,San Francisco,United States,94159,No,Rob,L,0.5,7.17,1.434,0.4302,18.3552
LIN-88046-551,2022-03-23,10725-45724-CO,R-L-0.5,4,Kandace Cragell,Dungarvan,Ireland,T56,No,Rob,L,0.5,7.17,1.434,0.4302,14.7702
TID-21626-411,2019-01-03,19383-33606-PW,R-L-0.5,3,Suzanna Bollam,Littleton,United States,80126,No,Rob,L,0.5,7.17,1.434,0.4302,11.1852
BDM-03174-485,2019-03-16,29581-13303-VB,R-L-0.5,4,Wright Caldero,Anaheim,United States,92825,No,Rob,L,0.5,7.17,1.434,0.4302,14.7702
HGE-19842-613,2022-01-13,49401-45041-ZU,R-L-0.5,4,Janeva Edinboro,Fort Lauderdale,United States,33345,Yes,Rob,L,0.5,7.17,1.434,0.4302,14.7702
RIU-02231-623,2021-11-16,25544-84179-QC,R-L-0.5,5,Skipton Morrall,Charleston,United States,25326,Yes,Rob,L,0.5,7.17,1.434,0.4302,18.3552
KXA-27983-918,2020-09-15,96042-27290-EQ,R-L-0.5,5,Daryn Cassius,Battle Creek,United States,49018,No,Rob,L,0.5,7.17,1.434,0.4302,18.3552
LXS-63326-144,2021-05-16,35367-50483-AR,R-L-0.5,2,Geoffrey Siuda,Washington,United States,20380,Yes,Rob,L,0.5,7.17,1.434,0.4302,7.6002
QAK-77286-758,2020-08-11,34786-30419-XY,R-L-0.5,5,Fanchon Haughian,Tacoma,United States,98405,No,Rob,L,0.5,7.17,1.434,0.4302,18.3552
WRT-40778-247,2022-03-13,54810-81899-HL,R-L-1,4,Cletis Giacomazzo,Dulles,United States,20189,No,Rob,L,1,11.95,1.195,0.717,48.517
IHN-19982-362,2021-03-29,68894-91205-MP,R-L-1,3,Elna Grise,Reno,United States,89519,No,Rob,L,1,11.95,1.195,0.717,36.567
OTA-40969-710,2019-03-14,77877-11993-QH,R-L-1,5,Monique Canty,Erie,United States,16522,Yes,Rob,L,1,11.95,1.195,0.717,60.467
VZH-86274-142,2022-05-02,53120-45532-KL,R-L-1,5,Arabella Fransewich,Kinsealy-Drinan,Ireland,D17,Yes,Rob,L,1,11.95,1.195,0.717,60.467
CPX-46916-770,2021-08-27,12729-50170-JE,R-L-1,6,Zachariah Carlson,Shankill,Ireland,A98,Yes,Rob,L,1,11.95,1.195,0.717,72.417
QNP-18893-547,2019-10-04,76930-61689-CH,R-L-1,5,Elonore Goodings,Salt Lake City,United States,84125,No,Rob,L,1,11.95,1.195,0.717,60.467
GKQ-82603-910,2020-01-19,83737-56117-JE,R-L-1,5,Ameline Snazle,Montgomery,United States,36109,No,Rob,L,1,11.95,1.195,0.717,60.467
QBB-07903-622,2019-10-21,32622-54551-UC,R-L-1,5,Minetta Ackrill,Warren,United States,44485,No,Rob,L,1,11.95,1.195,0.717,60.467
